CVE-2017-9275;2018-04-26
CVE-2018-10516;2018-04-27
CVE-2018-10736;2018-05-16
CVE-2017-12099;2018-04-24
CVE-2017-2901;2018-04-24
CVE-2017-12100;2018-04-24
CVE-2018-6797;2018-04-17
CVE-2018-8734;2018-04-18
CVE-2014-0841;2018-04-27
CVE-2018-8178;2018-05-09
CVE-2018-3689;2018-04-03
CVE-2018-3661;2018-05-15
CVE-2018-9965;2018-05-17
CVE-2017-2803;2018-04-24
CVE-2016-9335;2018-05-09
CVE-2018-11248;2018-05-18
CVE-2018-10474;2018-05-17
CVE-2018-6562;2018-05-18
CVE-2017-17020;2018-05-01
CVE-2016-8729;2018-04-24
CVE-2014-0927;2018-04-20
CVE-2018-9947;2018-05-17
CVE-2018-7514;2018-04-17
CVE-2018-10645;2018-05-02
CVE-2018-0244;2018-04-19
CVE-2018-10563;2018-05-02
CVE-2018-0591;2018-05-14
CVE-2018-1418;2018-04-26
CVE-2018-9232;2018-05-01
CVE-2018-10184;2018-05-09
CVE-2018-10572;2018-04-30
CVE-2018-4832;2018-04-24
CVE-2018-5507;2018-04-13
CVE-2018-4943;2018-05-19
CVE-2018-4937;2018-05-19
CVE-2018-10429;2018-04-26
CVE-2018-10521;2018-04-27
CVE-2018-4849;2018-05-03
CVE-2018-6547;2018-04-13
CVE-2017-2832;2018-04-24
CVE-2017-14477;2018-05-09
CVE-2018-10380;2018-05-08
CVE-2018-11128;2018-05-17
CVE-2018-10591;2018-05-15
CVE-2018-10424;2018-04-26
CVE-2018-6518;2018-04-26
CVE-2018-10757;2018-05-05
CVE-2018-11242;2018-05-20
CVE-2018-0327;2018-05-17
